nom_gare;code_uic;code_postal;total_voyageurs_2022;total_voyageurs_2021;total_voyageurs_2020;total_voyageurs_2019;total_voyageurs_2018;totalvoyageurs2017;total_voyageurs_2016;total_voyageurs_2015
Drap - Cantaron;756775;6340;39518;23847;23792;46557;35806;37112;34709;28312
Drefféac;476770;44530;7301;4871;3737;7414;5658;3504;3111;2799
Dreux;393488;28100;1331683;1099654;919445;1606493;1471100;1633846;1660359;1788844
Druye;571612;37190;20760;13126;10637;16989;18357;17107;13999;13438
Dugny - La Courneuve T11;697342;93120;1220226;977745;220312;464595;474457;240459;0;0
Dunkerque;281006;59140;1905250;1414394;1241973;1931759;1663300;1756974;1681344;1753890
Duppigheim;214536;67120;92523;88012;72738;111178;113985;114495;116104;111309
Durtol - Nohanent;641449;63830;984;708;539;606;347;590;756;502
Égletons;594168;19300;39086;35886;28707;31577;31158;31977;33570;34935
Elne;784207;66200;76307;58495;36863;65786;64944;78349;67193;73536
Embrun;763466;5200;108682;72093;60362;109995;99029;121268;127417;141516
Entraigues-sur-la-Sorgue;765826;84320;75136;59518;39335;79583;77547;93044;54435;31693
Épinal;144006;88000;1377994;1015500;809109;1117071;1013669;1105348;1081484;1143705
Épinay - Villetaneuse;271122;93800;15327902;13345015;5582345;12886698;12778657;11399541;10968351;11527615
Ermont - Eaubonne;276055;95120;21728297;20302286;12240896;22636877;23060542;22292293;21209815;21275454
Esches;272096;60110;47065;40101;32345;44886;42395;44624;38543;32991
Essonnes Robinson;681601;91100;232520;207462;101432;281500;301824;324412;342324;360066
Estavar;784827;66800;228;255;138;181;228;96;77;82
Estrées-Saint-Denis;313387;60190;57584;47579;35533;49403;43288;45439;45473;46836
Esvres sur Indre;571422;37320;24551;22226;17079;25371;28381;24786;22696;21833
Eurville;175141;52410;443;456;795;844;733;694;985;1265
Évry Val de Seine;681361;91000;755215;587153;416528;914295;952220;996434;1020954;1045105
Exideuil;592881;16150;0;0;0;0;0;79;288;834
Eymoutiers Vassivière;592121;87120;48263;41359;34711;44042;34357;39685;38791;39292
Faremoutiers - Pommeuse;116277;77515;222979;225734;50530;269998;270856;273058;269543;265345
Fépin;172874;8170;4670;4478;4484;3555;4150;5477;7131;7440
Fère-en-Tardenois;171371;2130;0;77;309;1578;2558;4762;8619;12074
Fleurville - Pont-de-Vaux;725663;71260;19130;16566;11707;14190;14616;16709;15186;16776
Foëcy;576108;18500;33780;24973;21722;27253;25818;25935;22704;24726
Foix;611616;9000;283007;194264;118940;215707;181705;227901;221001;246977
Fontainebleau - Avon;682211;77210;3194698;5827647;1999331;3867663;3985604;4105860;4145407;4182635
Fontan - Saorge;756858;6540;4980;1692;2583;5109;4716;7217;5247;4650
Foucart - Alvimare;413377;76640;6551;3389;2059;7306;7041;7967;9040;11906
Fouquereuil;342204;62232;1438;1275;1055;1632;1099;1065;2086;2236
Fourmies;295048;59610;169985;128968;116402;187071;175997;188906;186154;202884
Francheville;722702;69340;88685;74017;57723;79040;72127;73019;62738;58285
Frépillon;276659;95740;363719;316578;92066;353741;359839;349908;332173;314068
Fromental;592360;87250;1522;973;584;373;330;410;1042;890
Fronville;175075;52300;333;514;1289;1526;630;287;587;661
Futuroscope;324095;86360;169451;94594;74475;153691;134012;178385;176508;163611
Gadagne;765446;84470;17090;7649;4237;9321;8514;9396;8920;10342
Gaillac;615252;81600;340713;293303;230110;263296;204085;241299;224255;231166
Gap;763003;5000;262187;200559;155845;292341;294714;357164;344884;357486
Garancières - La Queue;393439;78890;273442;266885;147010;328859;326533;330655;325044;321234
Gargenville;381566;78440;551656;465970;186439;355165;346907;339962;327223;323122
Gazeran;393348;78125;237147;190279;119283;287054;284182;285161;278919;271971
Gazinet Cestas;582403;33610;391615;308853;242484;367353;322331;313616;289099;302291
Geispolsheim;212258;67118;55912;43304;36750;61437;60392;69625;92680;87532
Gennevilliers;271205;92230;1672742;1206798;563830;2025274;2090962;2169888;2207587;2234373
Gertwiller;214254;67140;31548;27928;22647;26369;24238;25665;24846;25690
Gestel;476309;56530;12822;8391;5461;8441;5997;6297;8476;7922
Gien;684290;45500;145942;107377;82044;127799;116103;124340;116963;127974
Gignac - Cressensac;594325;46600;276;154;39;116;436;859;1228;1534
Gilly-sur-Loire;694869;71160;5989;4166;3469;3741;2677;4186;5764;6047
Gironde-sur-Dropt;582858;33190;4333;4266;3107;3176;1725;2468;3028;2968
Givors Canal;722439;69700;89834;80547;56247;70452;51491;43170;29708;28052
Goussainville;276246;95190;4313975;2004993;2643838;5227952;5196033;5171933;5045910;4912463
Goxwiller;214270;67210;26170;22316;19059;28766;30005;33214;32784;30676
Grande-Synthe;281311;59760;11328;10262;7703;6507;8124;7131;5090;3812
Grandvilliers;313734;60210;82200;64382;50401;43744;45726;51804;54952;56726
Gresswiller;214593;67190;166115;134392;127933;169033;151955;155246;150002;142270
Groslay;276360;95410;1461451;1315983;537702;1583612;1612611;1621062;1599215;1569486
Gunsbach - Griesbach;182386;68140;20096;14184;15724;19337;18386;23087;22226;20815
Hagondange;191114;57300;1187951;872214;698366;1031259;1014190;1073014;1105289;1154164
Harfleur;413302;76700;3806;3944;3338;4761;4029;4578;5481;6840
Haubourdin;286096;59320;64790;51198;40675;61310;56343;71492;66311;66832
Haussmann Saint-Lazare;281899;75009;32617013;29676067;10027494;47687285;47907489;48184682;47606238;46771387
Haute Picardie TGV;313882;80200;320142;268474;197582;375044;376257;408708;365688;369361
Hendaye;677005;64700;423897;268956;194632;373730;322527;360887;340084;399124
Herblay;381889;95220;3356330;2982632;1702962;3341643;3353417;3380147;3342904;3221262
Herchies;313692;60112;6915;4076;2344;2949;5298;7492;6313;5587
Héricourt;184507;70400;183846;134020;123938;148273;124752;142341;138444;151785
Herny;193383;57580;8312;6950;5431;8999;8589;10210;11525;12662
Herrlisheim;212340;67850;178606;138060;117805;171268;154932;155461;152118;158057
Hirson;295063;2500;148043;104867;70357;103873;102033;114781;114927;130709
Hoenheim Tram;338517;67800;60439;54922;55669;75183;75157;72582;70820;74593
Hoffen;213447;67250;13869;10899;8548;11441;7030;6809;5683;6123
Hyères;755629;83400;650137;532708;340343;495096;454827;500037;397577;231025
Hymont - Mattaincourt;144220;88500;0;354;761;1058;928;695;1496;1537
Ingersheim Cité Scolaire;303875;68040;7020;11943;18930;19495;20227;26196;29867;31209
Ingwiller;213785;67340;248572;196339;158851;206320;223733;229656;223643;223294
Issoire;734202;63500;501158;414593;361776;504733;424410;468302;437837;455912
Issy Val de Seine;393306;92130;4807552;2531839;2303136;5823421;5933850;6140140;6198775;6228280
Iteuil;577403;86240;14456;10316;7509;10228;8885;8493;9533;9591
Jeumont;295014;59460;72986;62954;62713;92964;73200;72038;69142;75639
Joigny;683243;89300;387768;297681;231567;348835;326242;358640;326556;340390
Jonchery-sur-Vesle;171314;51140;122546;94269;81555;76262;77268;91780;96554;103105
Jonzac;491142;17500;127059;94337;63126;115737;99371;103420;97593;103847
Juan les Pins;757666;6160;837466;609298;452532;811048;674569;728265;599898;640609
Juvisy-sur-Orge;545244;91260;33271111;41887674;21871129;40222510;43157732;42199755;40463299;38614086
Kerhostin;476432;56170;2919;2121;1838;1782;1411;1572;1257;1551
Keskastel;215491;67260;52193;49182;47041;33261;34433;43443;46026;48090
Kogenheim;214114;67230;29617;24428;22068;28436;24598;26817;29731;31420
Krimmeri Meinau;338525;67100;169272;131108;119333;165140;167726;171593;161618;150980
La Bachellerie;595595;24210;1;0;165;935;668;706;1061;957
La Baule Les Pins;481697;44500;35086;35611;23454;28368;21261;18698;13785;15448
La Chaize-le-Vicomte;486308;85310;1616;191;557;3890;4720;3762;3177;4219
La Chapelle-Saint-Mesmin;543371;45380;11192;6870;5215;12272;8556;8066;7211;6525
La Chapelle-sur-Loire;571802;37140;4016;3319;1519;1931;1791;1927;2174;2568
La Charité-sur-Loire;696195;58400;193780;145243;124811;134915;134967;154522;151087;158355
La Défense;382218;92800;35649320;24737930;6688269;30264172;29752335;29470800;28638151;28392626
La Ferté-Bernard;396325;72400;270677;204225;152391;288558;286134;322483;329562;354288
La Forest-Landerneau;474221;29800;72201;69784;70874;73450;70970;72161;65538;61896
La Fresnais;478081;35111;18801;12790;9665;15788;12175;14017;14777;14727
La Garenne-Colombes;386003;92250;4891934;3919745;1963825;4101287;4106443;4128855;4073202;3995177
La Gorp;584755;33380;148282;109282;73619;106126;74664;53238;37327;29584
La Guerche-sur-l'Aubois;576470;18150;44444;33282;32199;36367;28453;31303;29628;27400
La Hisse;478156;22100;1143;1639;1385;835;1753;2416;1964;1908
La Hutte Coulombiers;396093;72130;20419;11900;8862;17621;14966;15499;13864;16714
La Levade;775247;30110;710;598;448;1020;676;521;445;349
La Membrolle-sur-Choisille;571513;37540;784;100;591;1498;1822;1468;1766;1699
La Ménitré;487884;49250;145963;100295;77182;134163;133806;142655;135524;130655
La Meyze;592808;87800;2493;2251;1776;2759;2753;2819;2226;2861
La Pauline Hyères;755314;83130;161149;137394;85658;119168;96754;103908;82731;78343
La Réole;582866;33190;268412;210974;149559;216950;195791;205696;196201;197320
La Rochelle;485003;17000;2692269;2059413;1490951;2235983;1984267;2068356;1771473;1886734
La Suze;396366;72210;113281;82318;61010;125553;134033;148530;152272;151550
Lachaud Curmilhac;731828;43013;1126;922;985;1425;2247;1263;903;879
Lacourtensourt;611434;31200;64625;46036;34168;42915;30550;30941;29161;32813
Lafarge;592733;87260;1087;1345;2755;4155;4876;5445;6098;7759
Laifour;172072;8800;12363;12973;12463;13098;13466;13866;14169;15579
L'Aigle;444638;61300;191084;132125;99820;150610;134750;138322;136643;126755
Laigneville;276204;60290;163350;145877;119811;173402;151192;161203;151624;141565
Landivisiau;474270;29400;205452;142570;113857;151351;128925;125142;124252;132611
Langeac;734319;43300;26287;21742;15948;25507;20721;26246;22834;23675
Langogne;734350;48300;35739;25922;20007;28294;25211;30735;29672;26222
L'Arbresle;721431;69210;722759;572388;490113;760308;729455;780602;729369;735649
L'Ariane La Trinité;751529;6340;31761;23030;15559;31204;23898;23129;17609;14802
Laval;478404;53000;1476306;1117818;830231;1381878;1340455;1318250;1250032;1248381
Le Bosquet;757757;6150;111383;95809;52529;85092;52143;6957;43474;50071
Le Cendre - Orcet;734160;63670;147109;113840;105780;132210;118959;140509;135909;144876
Le Chénay Gagny;113522;93220;2779109;2851761;1562549;3268600;3277376;3294408;3248342;3187642
Le Coteau;726828;42120;95659;76485;53349;84195;77133;94117;97436;111711
Le Dorat;592543;87210;19239;16282;14433;19196;17164;21886;25037;26369
Le Genest-Saint-Isle;478743;53940;22134;16978;13634;33964;48174;48536;49447;49794
Le Grand Jardin;444323;14190;8324;12044;15895;29111;27263;30546;23684;23324
Le Havre Graville;413203;76600;1559;1430;512;993;1484;1160;660;655
Le Péage-de-Roussillon;722678;38550;925830;699527;578999;865926;799488;837606;786001;792485
Le Plessis Chenet;681627;91830;33260;36744;10114;40266;41814;43875;45020;45980
Le Stade;381095;92700;2801735;2248596;1211425;2477161;2212788;2307206;2430476;2537738
Le Theil-de-Bretagne;471342;35240;25403;14312;12032;12541;15678;16854;25002;29396
Le Toec;353573;31000;5100;4022;5366;5295;3553;3025;3435;3717
Le Tréport - Mers-les-Bains;317529;76470;55023;37709;28429;34731;40868;49062;50976;56461
Le Verdon-sur-Mer;581389;33123;14292;12882;7964;10343;6925;7200;5150;7548
Les Ardoines;492108;94400;2139277;1871348;1011006;2591321;2586453;2578806;2525837;2462788
Les Boullereaux Champigny;113779;94500;2344609;1915290;1240481;2828851;2834780;2831014;2779423;2717615
Les Coquetiers;113845;93250;1181755;946919;1618216;1049625;1064397;1072490;1063744;1050903
Les Églisottes-et-Chalaures;584532;33230;22336;16819;18059;21979;17957;15364;14905;12777
Les Essarts-le-Roi;393280;78690;652253;567670;369081;789251;820436;856897;879511;896622
Les Islettes;175711;55120;0;34;28;83;103;26;40;154
Les Laumes Alésia;713115;21150;187359;146922;136224;167251;159684;172023;156184;166751
Les Mais;473587;22160;87;25;476;840;423;597;314;280
Les Ormes;575118;86220;5174;3648;2261;2882;2501;2828;2355;3146
Les Pélerins;746776;74400;4558;4288;3262;3969;4505;7626;6921;3717
Les Ramassiers;353581;31000;12704;10919;10162;9323;6410;6006;9779;12025
Les Sables Blancs;476267;56340;617;690;335;364;225;173;230;207
Les Yvris Noisy-le-Grand;113803;93160;755412;592431;423167;933786;926641;929718;912202;889783
Lesparre-Médoc;581314;33340;127687;106889;74228;107129;86740;81733;64273;70651
Lesseux - Frapelle;144329;88490;0;0;0;0;3;37;389;344
L'Étang-la-Ville;382473;78620;543856;491321;229738;523719;518147;516572;503902;487170
Lezennes;287102;59260;644;582;532;1207;1274;1447;1466;1311
Lézignan-Corbières;615112;11200;138459;107698;71123;97511;79030;101833;93211;90191
Liart;172544;8290;331;288;203;274;24;10;7;22
Ligugé;575274;86240;16716;11914;8284;9088;6316;5552;4968;5478
Limeray;574335;37530;12253;9055;7270;6352;6059;7245;7486;7109
Limoges Montjovis;592022;87100;25342;16405;11896;18657;13720;19482;18413;18741
Limoux;615161;11300;28250;17568;7083;7516;4776;6259;7119;6786
Lisieux;444265;14100;1204622;823348;662324;1152606;1070435;1154817;1105959;1134152
L'Isle-Adam - Parmain;276527;95290;938074;855329;462888;927670;901306;892500;871379;849272
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;765479;84800;171167;129368;90311;153294;140170;167058;158846;165896
L'Isle-sur-le-Doubs;184572;25250;123373;96931;86730;106385;87144;89119;83533;92421
L'Isthme;476275;56170;1241;1585;992;2014;315;563;1762;2352
Livry-sur-Seine;682401;77000;92740;101959;51652;112341;107957;104859;98867;93577
Loison-sous-Lens;345231;62218;9319;7817;7162;15112;14600;15199;11559;15488
Longjumeau;393611;91160;396645;317888;136777;480402;504031;532378;552047;568054
Longueil-Sainte-Marie;276303;60126;38261;34405;24630;40050;36959;45314;46988;43509
Longueville-sur-Scie;415141;76590;30580;25177;21705;29584;24211;25154;20924;21388
Loos lez Lille;286112;59120;42385;30951;24225;40088;28581;29733;27143;28504
Lothiers;597104;36350;52;39;45;388;752;980;1088;955
Lourches;343475;59172;9165;6932;8826;15041;14353;13822;11772;10803
Louverné;478511;53950;909;208;100;158;968;1006;1001;1609
Luçon;486258;85400;84144;44455;26261;54757;55019;61294;60513;66527
Lure;185249;70200;237350;179139;165998;194929;169657;189508;174734;196701
Lussac-les-Châteaux;575845;86320;28000;22124;17096;22309;19520;26226;26702;24970
Luttenbach-près-Munster;182543;68140;10862;8902;6372;10194;10932;9463;8825;7398
Lyon Jean Macé;282624;69007;1473871;1123438;817489;1181281;857555;775892;634720;590918
Macau;581199;33460;58233;51231;34157;55197;44811;36127;27088;36058
Mailly-la-Ville;683847;89270;7557;4580;3609;5072;3429;2971;2359;2584
Malansac;476689;56220;68061;50063;30972;37905;31400;28905;26645;26583
Malaunay - Le Houlme;411256;76770;74523;61899;58505;90023;80870;88424;92259;94757
Mamirolle;718510;25620;19006;12182;15420;21159;17418;19376;17105;18392
Manduel - Redessan;775064;30129;956;1532;1419;6122;5177;6817;5166;5247
Marchezais - Broué;393470;28410;153676;128477;115870;204645;207254;231517;245220;291724
Margival;271882;2880;1;0;0;1;1;1;10;37
Marquixanes;784629;66320;1783;1419;659;589;385;578;595;567
Marsac;597625;23210;5114;4258;3458;6328;3445;5327;4472;4083
Massiac - Blesle;734871;15500;35514;32339;24066;30084;29593;31636;30153;36218
Mehun-sur-Yèvre;576116;18500;82908;48108;29672;46896;45373;51129;50612;62482
Melun;682005;77000;13065160;13114808;7704662;15787310;15706181;15647375;15301762;14897282
Ménil Flin;141390;54200;1946;1341;935;1094;1567;2643;2072;2019
Mesves - Bulcy;696187;58400;3774;3720;3830;3183;3006;3581;4583;5750
Meyrargues;751370;13650;45708;31202;29394;54518;55461;67773;65324;68670
Mézidon-Canon;444208;14270;318511;249184;210231;298881;273594;309501;310601;318023
Milly-sur-Thérain;313700;60112;9119;4557;4098;5878;7516;7719;7829;8988
Moirans La Galifette;747691;38430;184249;147842;120156;203615;163353;143683;110020;109829
Monéteau - Gurgy;683557;89470;13633;8713;11047;16007;16274;21150;16139;17069
Monistrol-d'Allier;734335;43580;2661;2214;1472;1776;1382;1960;1617;470
Monnerville;545111;91930;21031;18798;11274;25461;24487;23991;22958;21882
Montaigut-le-Blanc;597674;23320;1053;598;391;1341;1277;1462;1515;1376
Montbarrey;718866;39380;724;383;343;811;284;325;517;561
Montdidier;313346;80500;182907;148986;116594;158727;156750;163924;161941;167397
Monte-Carlo Country Club;338590;6190;7624;0;88;340;5592;13295;11709;11956
Montendre;491183;17130;52560;37979;23555;45974;39578;38497;30199;35834
Montereau;682302;77130;2542109;3691637;1832996;3077612;3026973;2986171;2886952;2782996
Montescourt-Lizerolles;296418;2440;16621;14903;10896;12805;13215;17121;15710;17477
Monthermé;172056;8800;119476;117417;103013;95726;104713;119705;124549;134145
Montigny-en-Ostrevent;345306;59182;134172;104126;95958;170115;161704;177849;175773;189412
Montmélian;741181;73800;591032;430951;338293;509833;457599;492212;458017;470609
Montpaon;781534;12540;412;180;115;268;192;254;329;530
Montreuil-sur-Ille;478032;35440;310878;218574;193212;257240;247309;249303;242254;243526
Morannes;484170;49640;34205;26525;19077;42135;49119;49926;47906;45928
Morbier;715433;39400;9491;8355;5674;4844;2979;3589;3392;2632
Moret - Veneux-les-Sablons;682278;77250;1186265;1502530;906114;1436155;1504220;1580699;1626767;1669911
Moreuil;313320;80110;188341;150176;120466;153728;143660;137375;141593;146451
Morières-lès-Avignon;765420;84310;32264;22663;17394;29589;30776;34923;32980;31540
Moulin Galant;681403;91100;523046;459871;220315;633274;685764;747525;798564;849126
Munster Badischhof;386540;68140;11620;12471;10721;11730;9959;8514;7684;11186
Muret;611038;31600;853048;765572;657802;736364;647461;817425;844200;953207
Mussidan;595298;24400;175616;138210;113146;193647;157079;166861;151118;153845
Nangis;116095;77370;883754;890213;474881;1070109;1052937;1044995;1013938;979933
Nanteuil - Saâcy;116558;77730;536532;549659;329888;675245;692771;728946;730459;727008
Naucelle;615732;12800;38965;18026;15936;18942;13756;15434;14811;16082
Neau;478545;53150;2919;3363;2608;4470;5280;5048;3814;3924
Nesle;313486;80190;91953;70962;51058;72574;61864;66003;63239;66017
Neuillé-Pont-Pierre;571547;37360;18288;14943;13053;15069;15307;14988;18315;18864
Neuilly-lès-Dijon;712182;21800;2629;2260;3340;5242;7052;29492;29320;29090
Neuvic;595272;24190;47633;33588;31255;33360;28205;34788;34594;35120
Nevers;696005;58000;1022933;771722;559625;876999;818644;880368;831561;875783
Niederbronn-les-Bains;213256;67110;211326;151798;105679;128680;129055;128558;131183;129231
Nieppe;287151;59850;66872;54514;53280;77174;84376;87413;85623;80779
Nîmes;775007;30000;4316299;3376038;2369197;3585941;3669749;4105151;3937669;3794045
Nogent-sur-Seine;118190;10400;200463;152315;123943;189318;170247;185590;184383;193690
Nogent-sur-Vernisson;684274;45290;67132;51534;33275;48845;43458;45666;46067;44440
